Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1256,298371,"Dmitry Petrov","2016-04-30 23:43:56",0.82609,53,deaddy
1257,313863,data_js,"2016-05-02 23:15:41",0.82608,10,junshi
1258,294918,"Chen Ken, Minjie Fan, Yifan Xie","2016-05-02 21:21:46",0.82608,262,"gibbssampler,nutastray,yifanxie"
1259,315289,vmartin,"2016-05-02 22:22:49",0.82608,7,vmartin
1260,285761,ManelSanchon,"2016-05-02 13:20:19",0.82607,126,manels
1261,314310,TheAnalyticProphet,"2016-05-02 23:57:09",0.82607,7,theanalyticprophet
1262,314011,MNas,"2016-05-01 21:45:16",0.82606,27,polkas
1263,303077,piby4,"2016-05-02 17:55:50",0.82606,15,tomtillo
1264,285704,EnricGilabert,"2016-03-10 05:08:28",0.82606,8,egilabert
1265,289992,hx364,"2016-03-31 20:34:02",0.82606,21,haox364
1266,311874,MiNETeLL,"2016-05-02 19:04:58",0.82605,58,"rohitnair44,varunpa"
1267,286962,"Keith Brodie","2016-04-18 11:28:05",0.82605,59,donutboy
1268,306535,temptm,"2016-04-22 13:14:42",0.82605,6,temptm
1269,308283,I'mpossible,"2016-05-02 14:46:58",0.82605,63,"usingtc,wowfattie"
1270,295097,"Aditya G","2016-04-08 14:44:46",0.82605,25,adityaganjoo1991
1271,306234,hmorimori,"2016-04-30 16:02:22",0.82605,13,hmorimori
1272,314712,"Anna H Pryor","2016-05-02 20:32:03",0.82605,18,annahpryor
1273,288845,peshon,"2016-03-17 06:32:39",0.82605,9,peshon
1274,294834,lovekesh,"2016-03-23 06:53:30",0.82604,13,lovekesh
1275,291643,"Eric 2","2016-04-17 23:27:25",0.82604,11,ericye
1276,286890,Babar16,"2016-03-20 23:57:27",0.82604,35,bassem16
1277,310719,showletter,"2016-05-02 18:22:09",0.82603,21,showletter
1278,297873,mANDy,"2016-05-02 23:39:43",0.82603,49,masandy
1279,287417,cacal39,"2016-04-28 19:59:46",0.82603,15,cacal39
1280,294236,shell_BNU,"2016-03-31 05:44:04",0.82603,24,shell4j
1281,294233,thefountainhead86,"2016-03-29 10:28:02",0.82603,15,thefountainhead86
1282,315669,"Maria Pedroto","2016-04-27 17:59:57",0.82603,7,mpedroto
1283,312447,Yuvraj,"2016-04-28 13:28:41",0.82602,3,yuvraj
1284,293214,"Alexander Popov","2016-05-02 22:33:22",0.82602,99,alanpo
1285,292125,telepathize,"2016-04-25 14:58:03",0.82602,12,telepathize
1286,299702,"Omar Sar","2016-04-08 13:48:34",0.82602,30,omarsar
1287,301468,"Angela Saravia","2016-04-08 14:15:24",0.82602,21,michita
1288,298969,Arty,"2016-04-27 21:50:48",0.82602,13,artyomruseckiy
1289,290395,brik,"2016-03-12 01:51:57",0.82602,6,bklawonn
1290,295995,alsimak,"2016-04-01 19:11:06",0.82602,28,alsimak
1291,311299,wangqi,"2016-04-30 01:35:43",0.82601,10,wangqi1991
1292,287438,FUSION,"2016-05-02 23:48:20",0.82601,82,del=c0988d912cb88c81
1293,313969,John316,"2016-04-26 02:17:50",0.82601,2,john316
1294,296004,domodo,"2016-05-02 16:02:53",0.82601,6,fizlaz
1295,308623,"SarthakYadav 2","2016-05-02 09:25:27",0.82601,66,yadavsarthak
1296,288067,"Giovanni Doni","2016-03-25 16:07:38",0.82600,7,giovannidoni
1297,307983,mpanderson,"2016-04-22 16:13:48",0.82599,5,mpanderson
1298,298737,"D Jones","2016-04-13 13:51:04",0.82599,13,djones99
1299,290998,minimalist,"2016-05-02 21:48:59",0.82599,70,trenqualye
1300,311502,"Sergey Kolotienko","2016-04-18 21:48:57",0.82599,1,skolotienko
1301,310553,"Top of the bell curve","2016-04-28 08:51:50",0.82598,16,"del=2158d23304688726,janekthomas"
1302,296755,"NCI Data Mining","2016-04-16 13:56:13",0.82598,1,"fionakenny,johnoconnell,marymdowling,roryod"
1303,286976,"Nguyen Khanh","2016-04-27 13:26:55",0.82598,16,"hongguangguo,khanh94"
1304,289159,"Anton Nekhaev","2016-04-22 08:46:25",0.82598,12,junk1e
1305,289492,bdfy,"2016-05-02 06:55:40",0.82598,101,bduffy
1306,295734,"Vibhor Kalra","2016-04-07 17:47:40",0.82598,9,vibhorkalra
1307,297860,SeWonOh,"2016-04-27 15:01:41",0.82597,23,sewonoh
1308,295495,MLCLASS_SP16_Forest,"2016-05-02 23:48:25",0.82597,23,forest
1309,312610,Yury,"2016-05-01 14:41:23",0.82597,11,zyrikby
1310,297024,"Robson | Grudniu.K","2016-05-02 23:53:18",0.82597,56,"grudniu,robson"
1311,311928,etarc,"2016-05-02 16:40:02",0.82597,6,phillipmortimer
1312,290340,binga,"2016-04-28 12:00:36",0.82597,5,phanisrikanth
1313,315436,catena,"2016-05-02 23:06:24",0.82596,7,catena
1314,310391,NelsonLau,"2016-05-01 13:43:13",0.82596,18,nelsonlau
1315,295448,RyanMoran,"2016-04-24 02:46:17",0.82596,32,rnmoran2
1316,309080,DHall,"2016-05-02 16:31:12",0.82596,23,goldenstate
1317,305391,bolt,"2016-05-02 00:13:53",0.82595,39,vuongj
1318,294703,richb123,"2016-04-30 13:09:31",0.82595,20,richb123
1319,293980,j3,"2016-04-29 09:53:25",0.82595,22,jotaalcubo
1320,306470,"M Borg","2016-04-29 10:48:28",0.82595,11,mborg18
1321,311094,"Horia ","2016-05-02 12:03:50",0.82595,36,kera33
1322,286538,allies56,"2016-03-27 00:46:49",0.82595,63,allies56
1323,313256,"Summer Wang","2016-05-02 01:26:50",0.82595,26,"wqsummer,zhiyao"
1324,288974,farzi,"2016-03-14 15:26:52",0.82595,13,farzi2
1325,305186,姬天戲,"2016-04-11 12:05:58",0.82594,3,tian1xi4
1326,300759,vk.net,"2016-05-02 00:46:23",0.82594,40,vkuznet
1327,289743,Sanket,"2016-03-16 08:08:13",0.82594,15,del=27566310655665c9
1328,286448,"Vicens Gaitan","2016-05-02 15:25:07",0.82594,122,vicensgaitan
1329,315075,brau1589,"2016-05-02 23:06:54",0.82594,36,brau1589
1330,297617,SergF,"2016-04-28 21:21:45",0.82593,11,sfilatye
1331,304229,ml16_saz,"2016-05-02 23:58:02",0.82593,33,"acs3235,ahsscott77,zhongqi"
1332,311184,lossrual,"2016-04-29 08:39:19",0.82593,38,lossrual
1333,296060,ksaito,"2016-03-28 00:43:46",0.82593,10,ksaito
1334,290889,RasheedHameed,"2016-03-17 18:55:03",0.82593,16,rasheedhameed
1335,286742,lh_teh,"2016-05-01 02:49:20",0.82593,10,loohai
1336,314332,"Sean Lu","2016-04-24 02:01:09",0.82592,3,lxylxy222
1337,312816,"Aleksandr Savochkin","2016-04-21 05:52:16",0.82591,1,alexsavo
1338,314298,"Dario Peralta","2016-04-29 20:28:18",0.82591,8,darioperalta
1339,290851,MoeZarella,"2016-03-22 20:28:45",0.82591,7,moezarella
1340,301174,gmobaz,"2016-05-02 23:55:45",0.82591,24,gmobaz
1341,287859,Rishikesh,"2016-05-02 21:34:02",0.82591,27,rishikksh20
1342,292971,light94,"2016-03-20 14:13:01",0.82591,10,light94
1343,293593,KaziNazmulHuqShezan,"2016-03-19 20:43:18",0.82591,12,shezan1437
1344,297994,a-bout,"2016-05-02 21:25:56",0.82591,17,anbout
1345,289170,BaCuDan,"2016-05-02 17:45:35",0.82590,15,nthanhtam
1346,296886,"Tobias Wolfanger","2016-03-24 23:35:48",0.82590,5,twolfanger
1347,287318,zerotoone,"2016-04-29 19:20:06",0.82590,6,zerotoone
1348,306477,"Sai Krishna","2016-04-13 05:13:50",0.82590,6,alwayssai
1349,288436,3654216,"2016-04-15 14:48:04",0.82589,9,vergilgxw
1350,289989,"BigQ ","2016-03-23 01:02:51",0.82589,20,giantq
1351,294643,ziron,"2016-05-01 04:18:55",0.82589,9,supreethmanyam
1352,295504,DarrylBuswell,"2016-03-22 15:00:22",0.82589,4,buswedg
1353,304742,"Fan Feng","2016-04-23 20:37:52",0.82589,10,fanfeng
1354,293895,"Arrested Development","2016-05-02 22:03:10",0.82589,42,"busterbluth,tyronecragg"
1355,298856,Mordock,"2016-05-02 19:23:07",0.82588,31,mordock
1356,293592,shapinb,"2016-05-02 19:34:51",0.82588,157,shapinb
1357,289093,Semi-super-vised,"2016-05-02 10:06:37",0.82588,32,"dichotomy42,zxybazh"
1358,295786,"Joseph Chui","2016-03-22 19:41:16",0.82588,2,chuijh
1359,294878,rezr,"2016-04-06 17:58:36",0.82587,31,rezr07
1360,293090,ejwk,"2016-04-28 10:19:35",0.82587,7,erykwalczak
1361,314407,shimo_t,"2016-04-28 15:00:53",0.82587,12,shimoda
1362,303863,"Xun Qiu","2016-05-02 22:58:39",0.82587,83,xunqiu
1363,289442,TuTuTu,"2016-03-12 23:26:12",0.82587,15,farewell3333
1364,303298,"Brian Woo","2016-04-06 23:21:54",0.82586,5,brianjwoo
1365,315561,Bruno16,"2016-05-01 20:45:29",0.82586,27,bruno16
1366,309023,minionsgogo,"2016-04-30 02:10:23",0.82586,34,allenbereal
1367,292381,DerekElliott,"2016-03-17 04:26:14",0.82586,3,saywhat1
1368,289325,AndrewD,"2016-03-10 13:06:02",0.82586,8,andrewdumit
1369,288374,yukari17,"2016-03-18 03:38:37",0.82585,15,yukari17
1370,292648,ZhaoXiong,"2016-03-18 02:09:08",0.82585,8,zhaoxiong
1371,290964,BrianP,"2016-05-02 22:03:29",0.82585,35,bdpriddy
1372,300403,redemperor,"2016-04-02 14:54:41",0.82585,10,redemperor
1373,310707,"ACME Data Wranglers","2016-05-02 22:04:53",0.82584,10,"del=52841d7252de465d,jessou,surbhi18"
1374,301123,IOC,"2016-05-01 23:55:54",0.82584,27,"boyuan,nyuioc"
1375,314894,GGkr,"2016-05-02 23:45:43",0.82584,13,ggroumas
1376,285253,"Praveen Adepu|inversion","2016-05-02 22:32:29",0.82584,94,"inversion,praveenadepu"
1377,285641,Jpuigde,"2016-03-11 17:18:13",0.82584,25,jpuigde
1378,286904,Yfiua,"2016-03-11 12:35:05",0.82584,23,yfiua6
1379,287504,Jana,"2016-03-07 20:56:30",0.82584,10,yuansun
1380,292275,freiz,"2016-04-02 09:29:15",0.82583,8,baojun
1381,296346,lichtpinsler,"2016-04-09 13:07:41",0.82583,14,nicolaiharich
1382,315454,"Army of Darkness","2016-05-02 22:39:39",0.82583,4,brendanborin
1383,288697,lugger1,"2016-03-18 22:53:41",0.82582,13,lugger1
1384,288807,Damian,"2016-03-14 13:47:22",0.82582,12,dpodareanu
1385,287556,"Sri Raghu Malireddi","2016-03-29 11:52:14",0.82582,15,sriraghu
1386,303353,"Tatiana  Gaponova","2016-04-19 03:14:08",0.82582,36,baroquerock
1387,293192,CHEERS,"2016-03-17 06:37:38",0.82582,6,cheers
1388,304298,"Monkey D Luffy","2016-04-15 04:27:52",0.82581,19,harinando
1389,285664,CJCJ,"2016-04-28 15:33:55",0.82581,10,cjcoursera
1390,290639,JASS,"2016-04-30 20:00:20",0.82581,36,juansillero
1391,288969,"Aayush Agrawal","2016-05-02 18:24:38",0.82581,34,aayushmnit
1392,289151,gosav,"2016-03-18 13:45:32",0.82581,16,gosav5
1393,311839,hpliang,"2016-04-20 02:59:59",0.82581,5,xhellokitty
1394,311635,"Yitao Chen","2016-05-02 22:02:25",0.82580,6,yitaochen
1395,291700,Vali,"2016-03-14 14:36:17",0.82580,3,valeriuc
1396,291190,"Juan Luis","2016-05-02 15:45:05",0.82580,200,jlrivero60
1397,297649,Aja!Aja!Hwaiting!,"2016-04-29 21:16:00",0.82580,30,"abhishek786,jettyy,suneesha"
1398,315204,AndrewSayers,"2016-05-02 18:35:40",0.82580,5,andrewjsayers
1399,315156,xianggebenben,"2016-05-02 14:48:50",0.82579,19,xianggebenben
1400,290901,Joe89,"2016-03-13 01:41:28",0.82579,5,joep89
1401,289363,StT,"2016-05-02 21:16:16",0.82579,51,"calvintchi,davidsnahm,donovanl,dricciardelli,fireiceearth,madhavgoel,michaelszl,nlin3330,whatisakaggle,wilberbeast"
1402,290196,MartinManga,"2016-03-20 17:04:41",0.82579,24,martinmanga
1403,290583,"Ilya 2","2016-04-05 15:11:45",0.82579,5,iezepov
1404,287426,"Nuno Ferreira","2016-03-19 14:57:00",0.82578,50,ngcferreira
1405,302022,starduke,"2016-04-29 00:03:55",0.82578,40,starduke
1406,297971,alvearian,"2016-04-19 16:46:07",0.82578,22,alvearian
1407,295250,"Adam Munro","2016-05-02 07:16:25",0.82577,159,adammunro
1408,304111,"Borun Chowdhury","2016-05-02 19:10:11",0.82577,13,borundev
1409,285413,"Piotr Grudzień","2016-03-03 08:31:52",0.82577,1,piotrgrudzien
1410,294073,"Chris Ormandy","2016-03-22 15:23:29",0.82577,15,chrisormandy
1411,290554,Icyblade,"2016-03-14 01:59:19",0.82577,7,icyblade
1412,289383,Igor,"2016-05-01 00:14:50",0.82576,30,igormb
1413,288820,天朝数据,"2016-03-25 03:14:02",0.82576,11,iiiiii
1414,291565,magic,"2016-05-02 15:54:43",0.82576,21,androidhk
1415,310178,EzBz,"2016-05-01 21:16:46",0.82576,7,ezbzpz
1416,309226,Jensho,"2016-05-02 15:42:56",0.82576,29,jensho
1417,288368,Cronopio,"2016-04-21 19:33:50",0.82576,54,cronopio
1418,293264,"Little Boat","2016-05-02 19:03:12",0.82575,10,xiaozhouwang
1419,289003,Hatim,"2016-03-17 12:43:25",0.82575,8,masterofpuppets
1420,287529,TK,"2016-03-07 02:00:29",0.82575,3,tttkkk
1421,294466,tundra,"2016-03-27 19:21:00",0.82575,21,tundra
1422,302975,ramanouski,"2016-04-06 13:47:20",0.82574,2,ramanouski
1423,298382,Khachatryan,"2016-04-26 16:03:38",0.82574,18,khachatryan
1424,315448,JustinMatthews,"2016-05-02 19:34:56",0.82574,15,justinmatthews
1425,294599,Satan,"2016-05-02 19:57:58",0.82573,35,nageshk
1426,305789,Corretx,"2016-04-11 13:24:34",0.82573,1,corretx
1427,293811,"Suresh Gorakala","2016-05-02 18:17:19",0.82573,17,dataperspective
1428,289899,zalazhar,"2016-04-11 19:51:40",0.82573,67,bigdatahabits
1429,289343,"Jiaju Yan","2016-05-02 22:37:44",0.82573,21,jiajuyan
1430,297675,Tarachand,"2016-04-13 20:37:44",0.82572,4,tarachand
1431,288688,488fkfhl576gj,"2016-05-02 19:41:47",0.82571,13,litianyang
1432,287416,MachineLearner,"2016-04-19 13:12:22",0.82571,56,gridsearching
1433,308680,geop5,"2016-05-01 18:35:49",0.82571,20,georgepanag
1434,285689,AA,"2016-05-02 05:38:58",0.82571,29,"abhisheknagarjuna,anilkumar469"
1435,288511,"Janek Berger","2016-03-25 19:22:45",0.82571,16,janekberger
1436,292777,"Chris McDonald","2016-04-25 11:27:28",0.82571,6,cjm000
1437,303216,EBF-UCLM,"2016-04-26 13:46:18",0.82571,10,"blancart,enriqgr,fcoperezgil"
1438,288569,"Prateek Singhal","2016-04-22 05:38:20",0.82570,14,prateeksinghal11
1439,291177,"cute chibiko","2016-04-30 15:14:57",0.82570,36,its7171
1440,304112,MarkLewis,"2016-04-23 19:11:47",0.82570,50,einstalek
1441,287744,"Mritunjay Kar","2016-03-15 17:57:38",0.82570,4,mritunjaykar
1442,291105,"Babis Grouz","2016-04-10 21:50:25",0.82569,54,gbabis
1443,293761,"jacob govshteyn","2016-05-02 05:20:49",0.82569,49,yasha0b1
1444,292773,jjinking,"2016-05-02 07:25:50",0.82569,85,jjinking
1445,298808,WeAreTheSmallAxe,"2016-05-02 15:27:30",0.82569,25,"duesentrieb,mvogel"
1446,297354,HarshilShah,"2016-04-26 23:32:25",0.82568,27,harshilshah611
1447,306602,doudoudamoiwang,"2016-04-23 14:43:08",0.82568,14,doudou2333
1448,301966,DataScienceSP4Team,"2016-04-26 23:46:32",0.82568,3,"anicolau,aromeira,ernanibritto,rmaciel"
1449,289897,"Thanks for the script","2016-05-02 23:54:38",0.82568,45,vykhand
1450,308618,goo2go,"2016-04-21 04:07:34",0.82568,25,goo2go
1451,286968,BradDavies,"2016-03-08 16:14:20",0.82568,11,bhdavies
1452,294401,"Guobin Liu","2016-05-01 06:21:42",0.82568,51,guobinliu
1453,293717,"Wei Wu","2016-05-02 23:12:48",0.82566,180,weiwunyc
1454,298747,Duke,"2016-05-02 23:56:58",0.82566,12,"qiangdu,younglee"
1455,314735,quadcore,"2016-05-02 22:38:59",0.82566,4,richardepstein
1456,287546,plentsov,"2016-03-11 13:05:03",0.82566,2,plentsov
1457,291819,YaraAme,"2016-03-21 02:43:02",0.82566,9,yaraamr
1458,295429,"The A-Team","2016-05-02 19:50:17",0.82565,18,"lnaye1,russbuss"
1459,290412,tj_bh,"2016-05-02 23:50:29",0.82565,30,tjbhdata
1460,301349,"Александр Джумурат","2016-04-27 19:14:19",0.82565,12,djuuuu
1461,303359,MichaelKrueger,"2016-04-08 02:38:08",0.82564,7,bbx396
1462,292428,consumes,"2016-03-17 21:39:39",0.82564,12,consumes
1463,285913,"Aleksei Tiulpin","2016-03-11 15:27:15",0.82564,11,alekseit
1464,311975,MichaelCurtis,"2016-04-19 15:38:28",0.82564,2,michaelrccurtis
1465,314561,icebear,"2016-05-01 14:41:10",0.82564,15,nminhptnk
1466,286302,"Arcane 27","2016-03-08 11:48:05",0.82564,5,rajighawi
1467,305307,DanielWojciechowski,"2016-04-30 21:39:27",0.82563,34,nightron
1468,295503,Suresh,"2016-04-01 09:45:36",0.82563,11,asuresh
1469,286223,"D. Koops","2016-04-26 12:46:43",0.82563,14,dkoops
1470,311179,heymanly,"2016-04-24 06:16:36",0.82563,1,heymanly
1471,290801,ngergoo,"2016-05-01 13:17:59",0.82563,32,ngergoo
1472,297373,Taufeeq,"2016-03-26 15:09:28",0.82563,5,taufeeq
1473,310512,yYaMamoto,"2016-05-02 23:54:13",0.82563,47,yyamamoto
1474,286587,Song,"2016-05-02 17:46:12",0.82563,20,songsong
1475,297704,"USF Bulls","2016-03-27 03:35:03",0.82563,3,"aditidogra,del=15fed18036357a66,rkrakulpravin"
1476,286541,eddyod,"2016-03-16 17:30:36",0.82562,6,eddyod
1477,294388,mc07,"2016-05-01 20:40:02",0.82562,3,cbentes
1478,314662,Nthana,"2016-05-02 23:07:43",0.82562,24,kentsedoro
1479,293066,m,"2016-03-29 19:09:50",0.82561,2,del=bef7c631e791313b
1480,296110,MattMoody,"2016-04-06 03:47:55",0.82561,19,matmoody
1481,297973,"Dominik Deja","2016-04-30 07:44:33",0.82561,21,dominikdeja
1482,303051,Bankers,"2016-05-02 09:03:53",0.82561,111,"gurselkaracor,yaziciemre84"
1483,287034,ddrbcn,"2016-05-02 11:31:54",0.82561,47,ddrbcn
1484,306510,"Leonardo Aguirre","2016-04-29 12:27:29",0.82561,13,leoaguirre
1485,298461,"Krishna Rao","2016-04-01 01:14:31",0.82561,5,krishraov
1486,315214,whynot,"2016-05-02 20:50:45",0.82560,8,cyrilv
1487,289334,Goblin,"2016-04-28 03:49:35",0.82560,8,tangxm05
1488,289736,runwei,"2016-03-10 17:11:20",0.82560,1,runwei
1489,291735,"adrien Bufort","2016-03-14 15:58:36",0.82560,1,adrienb
1490,293008,"Ross Scrivener","2016-03-21 21:32:18",0.82560,4,scrivna
1491,293705,"Cosmo Harrigan","2016-03-18 00:37:48",0.82560,3,neural
1492,296418,Yang,"2016-03-24 18:06:45",0.82560,1,yangha
1493,296630,jack,"2016-04-03 06:58:43",0.82560,19,jackqiu
1494,298302,MagnusLarsson,"2016-04-12 18:51:47",0.82560,5,magnuslarsson
1495,295290,MLCLASS_SP16_Suresh_Minh,"2016-05-02 21:29:51",0.82560,11,"clapika,sureshalse"
1496,299227,xiangliu,"2016-04-01 12:40:59",0.82560,13,calmdown
1497,295082,"Donald Cheung","2016-04-02 05:44:16",0.82560,16,zero91
1498,296342,survive,"2016-04-01 15:38:15",0.82560,6,huanqi
1499,300154,StevenLai,"2016-04-05 04:22:30",0.82560,5,leheoppo
1500,302494,Marble,"2016-04-06 13:13:16",0.82560,2,marble
1501,305314,"OK Computer","2016-04-12 01:06:00",0.82560,4,jpicado
1502,295010,AlexSoong,"2016-04-28 13:37:21",0.82560,7,asoong
1503,287052,pmill,"2016-04-24 21:56:00",0.82560,19,pmiller
1504,294097,remidez,"2016-03-26 20:36:52",0.82560,10,remidez
1505,287115,"Panos Christidis","2016-05-02 12:33:06",0.82560,216,panosc
1506,292698,Barbiturates,"2016-03-28 19:14:59",0.82560,4,"gogolgrind,squire"
1507,301945,"Jeff Dong","2016-04-09 07:46:55",0.82559,3,jeffdong
1508,290269,PrateekNagaria,"2016-03-11 15:36:11",0.82559,1,prateeknagaria
1509,294628,삼다수,"2016-04-03 07:38:15",0.82559,30,"ishuca,newsinpong"
1510,286690,minh-kuider,"2016-04-04 07:19:55",0.82559,12,minlearn
1511,287693,rse,"2016-03-22 05:24:25",0.82559,34,seungeun
1512,290990,ri_4380,"2016-03-13 08:04:18",0.82559,2,raviippili
1513,285151,"Gustavo De Mari","2016-03-04 01:14:47",0.82558,4,gustavodemari
1514,291651,Asymptote,"2016-03-14 16:37:21",0.82558,5,asymptote
1515,286948,"Omar Saleem","2016-05-02 14:50:26",0.82558,21,mdomar
1516,286351,Silogram,"2016-04-29 08:27:57",0.82557,30,psilogram
1517,286224,David,"2016-05-02 16:29:35",0.82557,55,david84
1518,315346,Akarin,"2016-05-02 19:13:57",0.82556,7,"dong0hui,tzthink"
1519,297931,Jekaterina,"2016-03-27 18:21:54",0.82556,1,jeknov
1520,301901,CPMP,"2016-04-30 14:31:59",0.82556,54,cpmpml
1521,298093,Kitsuchi,"2016-04-24 13:38:58",0.82556,9,gracetang
1522,302002,EAdriano,"2016-04-07 17:51:59",0.82556,6,erwinadriano
1523,285770,"Angel Miguel Garcia ","2016-03-25 15:15:43",0.82556,33,aklxao
1524,291346,"Wojciech Walczak","2016-04-10 19:58:56",0.82556,31,wojtekwalczak
1525,303369,ZZZ,"2016-04-27 02:05:44",0.82556,28,del=d1bd37fe803bba50
1526,304851,ddunder,"2016-04-09 23:22:15",0.82555,3,dansterba
1527,294936,PocketAces,"2016-04-25 21:41:04",0.82555,14,datal1
1528,308155,"Quentin Morel","2016-05-02 20:21:46",0.82555,26,tinken
1529,287345,ravenrevolver,"2016-05-02 00:16:46",0.82555,27,ynreaugk
1530,287116,"[Deleted] 4635f9b7-5709-44c6-b02b-f7f7ee0a8d26","2016-04-02 11:54:33",0.82554,27,del=366f5fab84dca33e
1531,286765,"The Machine","2016-03-14 15:34:10",0.82554,29,karimamer
1532,286211,"ILJI CHOI","2016-03-18 08:32:54",0.82554,45,appleholic
1533,290476,Outlier,"2016-05-02 18:54:41",0.82554,73,outliar
1534,297229,(｡◕‿‿◕｡),"2016-04-02 15:05:23",0.82554,24,hiendang
1535,313445,datascientistsssss,"2016-04-29 19:53:00",0.82554,9,datascientistsssss
1536,300186,Giuliano,"2016-04-22 16:35:28",0.82554,7,giuliano0
1537,292953,Anonymous,"2016-04-24 14:43:46",0.82554,9,"ksaditya9,viswanathreddy"
1538,289904,weizhezhang,"2016-03-13 04:55:26",0.82554,13,weizhezhang
1539,300982,zy_statistics,"2016-04-09 03:00:55",0.82553,39,a724402465
1540,295765,Pawnty,"2016-03-24 14:46:14",0.82553,3,pawnty
1541,301885,Behsys,"2016-05-02 16:20:19",0.82553,58,mdavarynejad
1542,287947,JaimeF,"2016-05-02 12:16:27",0.82553,40,druidh
1543,287966,HK_HK,"2016-03-16 15:40:04",0.82553,18,hekunucas
1544,300885,Humphrey,"2016-04-19 05:09:58",0.82553,32,humphrey
1545,294511,HairyBumblebee,"2016-04-05 11:44:07",0.82553,3,"alexkob,frolovskylab"
1546,290348,Andreu,"2016-05-01 18:40:48",0.82553,21,andreusancho
1547,309330,AlexandreAraujo,"2016-05-02 21:52:19",0.82553,49,alexandrearaujo
1548,290344,"Dennis C Furlaneto","2016-03-15 00:35:41",0.82553,14,denniscf
1549,293276,nandg8,"2016-03-18 00:52:51",0.82553,3,thenandg8
1550,296134,MuhammedThanzeel,"2016-03-23 06:12:19",0.82552,3,muhammedthanzeel
1551,290421,"A shrubbery","2016-04-30 16:16:02",0.82551,54,anomaly3990
1552,303087,"Yi Zhang","2016-04-29 11:10:47",0.82551,29,yizhang4
1553,289172,TriWood,"2016-03-23 14:00:45",0.82551,36,chenguangsen
1554,308563,Jeans,"2016-04-30 14:05:03",0.82551,11,darcyxu
1555,287611,Rhostam,"2016-04-30 12:36:27",0.82550,195,rhostam
1556,287686,"Manish Maheshwari","2016-04-29 10:17:52",0.82550,18,myloginid
1557,315458,SpareMe,"2016-04-25 20:51:25",0.82550,3,"pslsri93,sidkap"
1558,290538,Pautus,"2016-05-01 21:05:43",0.82550,2,paurabassa
1559,315649,sleeping,"2016-04-25 22:05:37",0.82550,1,sleeping
1560,315530,R.A.,"2016-04-25 22:28:18",0.82550,4,rahikalantari
1561,285375,SecondPlan,"2016-05-02 22:30:28",0.82550,6,usixuz
1562,315746,Kendo,"2016-04-25 23:55:09",0.82550,1,leekendo
1563,290068,kst,"2016-04-28 09:53:03",0.82550,36,kstseng
1564,297697,Jason,"2016-04-29 03:03:59",0.82550,55,jasonwi1202
1565,300378,zavior,"2016-04-28 07:20:15",0.82550,22,zavior
1566,285992,Etherqua,"2016-04-27 19:17:12",0.82550,37,etherqua
1567,308199,TZ_SYY,"2016-05-02 23:43:12",0.82550,20,"shenyanyao,tianzhang1000"
1568,300397,"Jongkuk Lim","2016-04-26 06:48:22",0.82550,4,jeikei
1569,294042,"Gleb Vasiliev","2016-04-28 20:30:27",0.82550,6,glebvasiliev
1570,285574,Kirill_Che,"2016-04-28 11:13:18",0.82550,13,"alestainer,kirillche"
1571,294228,Ricky,"2016-03-20 01:26:15",0.82550,3,rseung
1572,285281,sayani,"2016-05-02 15:26:19",0.82550,91,alexxanderlarko
1573,288504,soniasp,"2016-03-10 10:37:08",0.82550,11,soniasp
1574,294367,kazu,"2016-04-02 04:22:00",0.82550,37,kazuhiro
1575,285748,homesite_redux,"2016-05-01 14:21:02",0.82550,14,yilihome
1576,306172,"Mohammad Reza","2016-04-28 02:37:15",0.82549,34,"majsakaggle,sharif1093"
1577,294966,DanielMesejo,"2016-04-06 02:22:34",0.82549,74,dmesejo
1578,308489,AXSL,"2016-05-01 02:43:22",0.82549,31,songlinxiang
1579,288068,Mike,"2016-04-28 23:16:11",0.82549,58,zerrxy
1580,294262,ChristophKörner,"2016-03-26 09:52:55",0.82549,15,chaosmail
1581,292781,"Deep Blue","2016-04-05 14:07:07",0.82549,21,sheidari
1582,285043,"Michael Pawlus","2016-05-02 20:06:56",0.82548,65,michaelpawlus
1583,293129,"Santander Team","2016-05-02 16:15:24",0.82548,27,"laritzahr,pmorales"
1584,293861,MMP-hard,"2016-03-19 12:51:27",0.82548,4,"amiras,dmitrylunin"
1585,308127,gcastorrr,"2016-04-28 07:22:09",0.82548,25,gcastorrr
1586,294478,MLCLASS_SP16_DarkKnights,"2016-05-02 23:35:51",0.82548,56,"singhya,vipulsomani"
1587,306106,KaggleFirst,"2016-05-02 17:23:15",0.82548,19,"kimhoejin,raziehnabi"
1588,286125,Overfutile,"2016-04-28 21:28:20",0.82548,19,triskelion
1589,308157,Camille,"2016-04-15 14:01:20",0.82547,12,cdouay
1590,312196,JingHuo,"2016-04-25 20:21:56",0.82547,3,jinghuo
1591,295990,"Emanuele Luzio","2016-04-25 19:20:29",0.82547,59,tokukawa
1592,285815,Mitul,"2016-04-27 19:35:08",0.82547,57,mitulrm
1593,300122,Nirupam,"2016-05-02 23:10:31",0.82547,15,nirupamkar
1594,315414,SR47,"2016-05-02 22:08:19",0.82547,26,sr4701
1595,289408,"Chim kim ","2016-03-11 02:20:46",0.82547,4,ckim25
