Loan_ID,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Dependents_1,Dependents_2,Dependents_3+
LP001713,Yes,0.09445887445887446,0.0,0.3342981186685962,30.0,1.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001715,Yes,0.06868274582560296,0.0,0.17510853835021706,30.0,1.0,Y,False,True,False,True,False,True,False,False,False,False,True
LP001716,No,0.037390228818800254,0.07250341997264022,0.18523878437047755,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP001720,No,0.04576376004947434,0.023591811265509875,0.13169319826338638,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,False,True
LP001722,No,0.0,0.04319965440276478,0.18234442836468884,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001726,No,0.04424242424242425,0.042599659202726375,0.1765557163531114,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001732,,0.05998763141620285,0.0,0.09117221418234442,30.0,0.0,N,False,True,False,True,True,False,True,False,False,True,False
LP001734,No,0.051119356833642556,0.057191542467660256,0.170767004341534,30.0,0.0,Y,True,False,False,True,True,False,True,False,False,True,False
LP001736,No,0.025615337043908473,0.0,0.07380607814761216,30.0,0.0,N,False,True,False,True,True,False,False,True,False,False,False
LP001743,No,0.04773036487322202,0.041207670338637294,0.15484804630969606,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001744,No,0.0348917748917749,0.06698346413228694,0.19536903039073802,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001749,No,0.09187384044526901,0.024239806081551348,0.24023154848046308,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001750,No,0.07544836116264687,0.0,0.17221418234442834,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001751,No,0.0383426097711812,0.0,0.2329956584659913,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001754,Yes,0.05670995670995672,0.0,0.1866859623733719,30.0,1.0,N,False,True,False,True,False,True,False,True,False,False,True
LP001758,No,0.07544836116264687,0.0406796745626035,0.29088277858176553,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001760,No,0.056994434137291286,0.0,0.21562952243125902,40.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,True
LP001761,Yes,0.07730364873222016,0.0,0.276410998552822,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001765,No,0.028954854669140384,0.04929560563515492,0.1374819102749638,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001768,,0.04410636982065554,0.0,0.04775687409551375,15.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001770,No,0.03758812615955474,0.062351501187990495,0.1606367583212735,30.0,1.0,Y,False,True,True,False,False,True,False,False,False,False,False
LP001776,No,0.10121212121212121,0.0,0.39218523878437045,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP001778,No,0.037167594310451454,0.042695658434732525,0.18958031837916062,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001784,No,0.06617192331478046,0.030239758081935346,0.2329956584659913,30.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False
LP001786,,0.06921459492888064,0.0,0.35600578871201155,30.0,0.0,N,False,True,False,True,True,False,False,True,False,False,False
LP001788,Yes,0.040977118119975266,0.0,0.16353111432706222,30.0,0.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP001790,No,0.04529375386518244,0.0,0.14905933429811866,30.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,False
LP001792,No,0.039146567717996295,0.0,0.12590448625180894,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001798,No,0.07011750154607298,0.11999904000767994,0.1606367583212735,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP001800,No,0.029189857761286332,0.047591619267045866,0.18958031837916062,15.0,1.0,N,False,True,False,True,False,True,False,True,True,False,False
LP001806,No,0.034817563388991966,0.13682290541675668,0.21128798842257596,5.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001807,Yes,0.07544836116264687,0.031199750401996785,0.14327062228654122,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP001811,No,0.04027210884353742,0.10600715194278446,0.16497829232995656,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,False,False
LP001813,Yes,0.07297464440321583,0.10399116807065543,0.1606367583212735,15.0,1.0,N,False,True,True,False,True,False,False,True,False,False,False
LP001814,No,0.11815708101422387,0.0,0.14905933429811866,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP001819,No,0.07987631416202845,0.0,0.18523878437047755,15.0,1.0,Y,False,True,False,True,False,True,False,True,True,False,False
LP001824,No,0.03379097093382808,0.044231646146830825,0.16497829232995656,40.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001825,No,0.02051948051948052,0.044831641346869226,0.11722141823444283,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP001835,No,0.018775510204081632,0.093359253125975,0.2778581765557163,30.0,0.0,N,False,True,False,True,False,True,True,False,False,False,False
LP001836,No,0.04053184910327768,0.0,0.1866859623733719,30.0,1.0,N,True,False,True,False,True,False,False,True,False,True,False
LP001841,Yes,0.030092764378478663,0.052007583939328486,0.1374819102749638,30.0,1.0,Y,False,True,True,False,False,True,False,False,False,False,False
LP001843,No,0.031057513914656772,0.17042263661890705,0.3907380607814761,15.0,1.0,Y,False,True,False,True,False,True,True,False,True,False,False
LP001844,Yes,0.19913419913419914,0.0,0.2648335745296671,30.0,0.0,N,False,True,True,False,True,False,False,True,False,False,False
LP001846,No,0.03627705627705628,0.0,0.35600578871201155,30.0,1.0,Y,True,False,True,False,True,False,False,False,False,False,True
LP001849,No,0.07291280148423006,0.0,0.15340086830680172,30.0,0.0,N,False,True,True,False,False,True,False,False,False,False,False
LP001854,No,0.06307977736549165,0.0,0.12301013024602024,30.0,1.0,N,False,True,False,True,True,False,False,True,False,False,True
LP001859,No,0.1797526283240569,0.050399596803225574,0.426917510853835,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001864,No,0.05913419913419914,0.0,0.17221418234442834,30.0,0.0,N,False,True,False,True,False,True,True,False,False,False,True
LP001865,No,0.07338280766852195,0.10199918400652795,0.46454413892908825,30.0,0.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001868,No,0.02362399505256648,0.053015575875392996,0.18089725036179446,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001870,No,0.04119975262832406,0.0,0.21128798842257596,3.0,1.0,N,True,False,True,False,True,False,True,False,True,False,False
LP001871,No,0.08719851576994435,0.0,0.1606367583212735,30.0,1.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP001872,Yes,0.062040816326530614,0.0,0.17221418234442834,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001875,No,0.04879406307977737,0.08272733818129455,0.20549927641099852,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001877,No,0.05637600494743353,0.033287733698130414,0.20405209840810418,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001882,No,0.051737786023500314,0.043463652290781675,0.21852387843704774,30.0,0.0,Y,False,True,False,True,True,False,False,True,False,False,True
LP001883,,0.04042053184910328,0.0,0.18234442836468884,30.0,1.0,N,True,False,True,False,True,False,False,False,False,False,False
LP001884,No,0.03371675943104515,0.03743970048239614,0.11722141823444283,30.0,1.0,Y,True,False,True,False,True,False,False,True,True,False,False
LP001888,No,0.038181818181818185,0.0,0.030390738060781478,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP001891,No,0.13600494743351887,0.0,0.18379160636758318,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP001892,No,0.03318491032776748,0.04456764345885233,0.16931982633863962,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001894,No,0.03055040197897341,0.0533515731874145,0.20405209840810418,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001896,No,0.0463821892393321,0.0,0.11722141823444283,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001900,No,0.03215831787260359,0.04420764633882929,0.15340086830680172,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001903,No,0.04753246753246754,0.07857537139702882,0.28654124457308244,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001904,No,0.036524427952999386,0.031199750401996785,0.10274963820549927,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP001907,No,0.17851576994434137,0.0,0.61794500723589,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001908,No,0.04885590599876315,0.0,0.1664254703328509,30.0,0.0,Y,True,False,False,True,False,True,False,False,False,False,False
LP001910,Yes,0.048274582560296854,0.058223534211726304,0.21562952243125902,30.0,0.0,N,False,True,True,False,False,True,False,True,True,False,False
LP001914,No,0.04671614100185529,0.01919984640122879,0.14905933429811866,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001915,No,0.026604823747680893,0.02365901043511652,0.09985528219971056,15.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP001917,No,0.02054421768707483,0.03998368013055895,0.06512301013024602,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP001922,No,0.2537662337662338,0.0,0.17221418234442834,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001924,No,0.03720470006184293,0.07327141382868937,0.11577424023154846,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001925,Yes,0.0303030303030303,0.041207670338637294,0.130246020260492,25.0,1.0,N,True,False,True,False,True,False,True,False,False,False,False
LP001926,No,0.043957946815089674,0.047999616003071975,0.1606367583212735,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001931,No,0.04915275200989487,0.0,0.15340086830680172,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP001935,No,0.1157452071737786,0.0,0.2575976845151953,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001936,No,0.03617810760667904,0.05798353613171095,0.18813314037626624,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001938,No,0.05256648113790972,0.0,0.170767004341534,30.0,0.0,N,False,True,False,True,True,False,True,False,False,True,False
LP001940,No,0.037142857142857144,0.03743970048239614,0.18089725036179446,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP001945,No,0.06514533085961657,0.0,0.19392185238784368,40.0,0.0,N,True,False,True,False,True,False,False,True,False,False,True
LP001947,No,0.02761904761904762,0.08001535987712098,0.23589001447178,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001949,,0.0527643784786642,0.029999760001919985,0.14616497829232994,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,True
LP001953,No,0.0831787260358689,0.0,0.276410998552822,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001954,No,0.055856524427953004,0.0,0.18234442836468884,30.0,1.0,Y,True,False,False,True,True,False,False,True,True,False,False
LP001955,No,0.05998763141620285,0.060983512131902944,0.20549927641099852,40.0,1.0,N,True,False,True,False,True,False,False,False,False,False,False
LP001963,No,0.02305504019789734,0.07019943840449276,0.150506512301013,30.0,1.0,N,False,True,False,True,True,False,False,True,True,False,False
LP001964,No,0.020408163265306124,0.07041543667650658,0.1215629522431259,30.0,0.0,N,False,True,False,True,False,True,False,True,False,False,False
LP001972,No,0.033704390847247995,0.04199966400268798,0.13892908827785816,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,False,True
LP001974,No,0.05998763141620285,0.0,0.17800289435600578,30.0,1.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP001977,No,0.018243661100803957,0.04327165382676939,0.12590448625180894,30.0,1.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001978,No,0.04761904761904762,0.05999952000383997,0.18958031837916062,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001990,No,0.022881880024737167,0.0,0.17221418234442834,30.0,1.0,N,False,True,True,False,False,True,False,True,False,False,False
LP001993,No,0.04467532467532468,0.03998368013055895,0.18234442836468884,30.0,1.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP001994,No,0.027829313543599257,0.044711642306861546,0.1374819102749638,30.0,0.0,N,True,False,True,False,True,False,False,True,False,False,False
LP001996,No,0.24839826839826842,0.0,0.6816208393632417,30.0,1.0,N,False,True,True,False,True,False,False,False,False,False,False
LP001998,No,0.09297464440321583,0.0,0.25470332850940663,30.0,0.0,Y,False,True,False,True,False,True,False,False,False,True,False
LP002002,No,0.03422387136672851,0.0,0.1085383502170767,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP002004,No,0.03434755720470006,0.05771953824369405,0.14761215629522428,30.0,1.0,Y,False,True,True,False,False,True,True,False,False,False,False
LP002006,No,0.029152752009894867,0.0,0.06801736613603473,30.0,1.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP002008,Yes,0.06921459492888064,0.0,0.19536903039073802,7.0,0.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP002024,No,0.02873222016079159,0.044231646146830825,0.21707670043415336,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP002031,No,0.040185528756957335,0.03935968512251902,0.14761215629522428,15.0,1.0,Y,False,True,False,True,False,True,False,True,True,False,False
LP002035,No,0.0441187384044527,0.0,0.1606367583212735,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP002036,No,0.02359925788497217,0.0512155902752778,0.11432706222865412,30.0,0.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002043,No,0.041941867656153375,0.0,0.14905933429811866,30.0,0.0,Y,True,False,True,False,True,False,True,False,True,False,False
LP002050,Yes,0.12183055040197897,0.0,0.21128798842257596,30.0,1.0,N,False,True,False,True,True,False,False,False,True,False,False
LP002051,No,0.027829313543599257,0.052007583939328486,0.15340086830680172,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002053,No,0.05184910327767471,0.004535963712290302,0.1664254703328509,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,True
LP002054,No,0.04268398268398269,0.03815969472244222,0.17221418234442834,30.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,False
LP002055,No,0.03730364873222017,0.07163942688458493,0.17800289435600578,30.0,0.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP002065,No,0.1836734693877551,0.0,0.42112879884225757,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP002067,Yes,0.1053308596165739,0.11959104327165383,0.5311143270622286,30.0,0.0,N,False,True,False,True,True,False,False,False,True,False,False
LP002068,No,0.058961038961038964,0.0,0.17510853835021706,30.0,0.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP002082,Yes,0.07010513296227582,0.05183958528331773,0.2532561505065123,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002086,No,0.051737786023500314,0.058823529411764705,0.14616497829232994,30.0,1.0,N,True,False,False,True,True,False,False,True,False,False,False
LP002087,No,0.02906617192331478,0.0,0.08393632416787264,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP002097,No,0.052368583797155234,0.04303165574675403,0.15629522431259044,30.0,1.0,Y,False,True,True,False,True,False,False,True,True,False,False
LP002098,No,0.03444650587507731,0.0,0.12879884225759766,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP002100,No,0.03318491032776748,0.0,0.08972503617945007,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,True
LP002101,,0.7815337043908472,0.0,0.6960926193921853,15.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002103,Yes,0.11976499690785405,0.043991648066815464,0.25036179450072354,15.0,1.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP002106,Yes,0.06620902906617192,0.10775913792689659,0.08827785817655572,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,True
LP002110,,0.06307977736549165,0.016511867905056758,0.21852387843704774,30.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False
LP002112,Yes,0.02906617192331478,0.11039911680706554,0.24167872648335742,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP002113,No,0.02077922077922078,0.0,0.17221418234442834,30.0,0.0,N,True,False,True,False,False,True,False,True,False,False,True
LP002114,No,0.04959802102659246,0.0,0.08972503617945007,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP002115,No,0.0308843537414966,0.03808769529843761,0.23733719247467433,30.0,1.0,N,False,True,False,True,False,True,False,False,False,False,True
LP002116,No,0.027557204700061844,0.0,0.053545586107091175,30.0,1.0,N,True,False,True,False,True,False,False,False,False,False,False
LP002119,No,0.05447124304267162,0.02949576403388773,0.21562952243125902,30.0,1.0,Y,False,True,False,True,False,True,False,True,True,False,False
LP002126,No,0.037390228818800254,0.0,0.09406657018813314,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,False,True
LP002128,,0.030092764378478663,0.055919552643578854,0.16787264833574528,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP002129,No,0.029053803339517625,0.05899152806777546,0.21852387843704774,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002130,No,0.04171923314780458,0.07751937984496124,0.2069464544138929,30.0,0.0,N,False,True,False,True,False,True,False,False,False,False,True
LP002131,No,0.03627705627705628,0.052031583747330024,0.16931982633863962,30.0,1.0,Y,False,True,False,True,False,True,False,True,False,True,False
LP002137,No,0.07647495361781076,0.10999112007103944,0.361794500723589,30.0,0.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002138,No,0.030612244897959186,0.14999880000959992,0.2575976845151953,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP002139,No,0.11048855905998764,0.0,0.3169319826338639,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002140,No,0.10636982065553495,0.10000719994240047,0.4327062228654124,30.0,1.0,N,False,True,True,False,True,False,False,False,False,False,False
LP002141,No,0.031119356833642548,0.049991600067199465,0.12445730824891461,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP002142,Yes,0.06617192331478046,0.0,0.13892908827785816,30.0,0.0,N,True,False,False,True,True,False,False,False,False,False,False
LP002143,No,0.02811379097093383,0.012119903040775674,0.17510853835021706,30.0,1.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP002144,No,0.045306122448979594,0.0,0.15484804630969606,15.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,True
LP002149,No,0.10121212121212121,0.07600739194086448,0.22575976845151952,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP002151,No,0.04607297464440322,0.0,0.08393632416787264,30.0,1.0,N,False,True,False,True,True,False,False,True,True,False,False
LP002158,No,0.0352504638218924,0.03998368013055895,0.13169319826338638,40.0,0.0,N,False,True,False,True,False,True,False,True,False,False,False
LP002160,No,0.062053184910327776,0.07600739194086448,0.276410998552822,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,True
LP002161,No,0.056561533704390855,0.0,0.10419681620839363,30.0,1.0,N,True,False,True,False,True,False,True,False,True,False,False
LP002170,No,0.05998763141620285,0.08800729594163247,0.3285094066570188,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP002175,No,0.056895485466914045,0.05599155206758346,0.17510853835021706,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002178,No,0.035411255411255414,0.07279141766865865,0.12445730824891461,25.0,0.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002180,Yes,0.08252319109461967,0.0,0.19102749638205496,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP002181,No,0.0750278293135436,0.0,0.17945007235890012,30.0,1.0,N,False,True,True,False,False,True,False,False,False,False,False
LP002187,No,0.02906617192331478,0.0,0.12590448625180894,40.0,1.0,N,False,True,True,False,True,False,True,False,False,False,False
LP002188,No,0.0615213358070501,0.0,0.1664254703328509,30.0,0.0,N,False,True,True,False,True,False,False,False,False,False,False
LP002190,No,0.07637600494743352,0.0,0.24023154848046308,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP002191,No,0.24217687074829933,0.12638298893608851,0.8118668596237337,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP002194,Yes,0.19306122448979593,0.0,0.06657018813314038,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP002197,No,0.06227581941867657,0.0,0.21128798842257596,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP002201,Yes,0.1134570191713049,0.18895048839609282,0.5369030390738061,25.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP002205,No,0.036017316017316024,0.04768761849905201,0.14761215629522428,15.0,0.0,N,False,True,True,False,True,False,False,True,True,False,False
LP002209,,0.032331478045763765,0.03501571987424101,0.14616497829232994,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP002211,No,0.05772418058132345,0.02215182278541772,0.1606367583212735,15.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002219,No,0.10636982065553495,0.11990304077567379,0.17510853835021706,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP002223,No,0.051453308596165745,0.0,0.17510853835021706,30.0,0.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002224,No,0.03610389610389611,0.0,0.08972503617945007,40.0,1.0,N,False,True,True,False,True,False,False,True,False,False,False
LP002225,No,0.06482374768089054,0.0,0.17510853835021706,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP002226,,0.03936920222634509,0.05999952000383997,0.17221418234442834,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002229,No,0.07162646876932591,0.1015671874625003,0.41534008683068013,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP002231,No,0.07235621521335807,0.0,0.2127351664254703,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP002234,Yes,0.08679035250463822,0.0,0.17221418234442834,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP002236,No,0.05461966604823748,0.0,0.13169319826338638,30.0,1.0,N,False,True,False,True,True,False,False,True,False,True,False
LP002237,,0.04350030921459493,0.0,0.150506512301013,15.0,1.0,Y,False,True,True,False,True,False,False,True,True,False,False
LP002239,No,0.027161410018552875,0.03839969280245758,0.17800289435600578,30.0,1.0,Y,False,True,True,False,False,True,True,False,False,False,False
LP002243,No,0.03537414965986395,0.07526339789281686,0.17221418234442834,30.0,0.0,N,False,True,False,True,False,True,False,True,False,False,False
LP002244,No,0.027000618429189858,0.05800753593971248,0.18379160636758318,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002250,No,0.0660235003092146,0.0,0.16787264833574528,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP002255,No,0.11152752009894867,0.0,0.25470332850940663,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,True
LP002262,No,0.11569573283858998,0.0,0.38494934876989867,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP002263,No,0.030092764378478663,0.050759593923248615,0.1606367583212735,30.0,0.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002265,No,0.02279529993815708,0.03899968800249598,0.150506512301013,15.0,1.0,Y,False,True,False,True,False,True,True,False,False,True,False
LP002266,No,0.03648732220160792,0.03359973120215038,0.150506512301013,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP002272,No,0.03866419294990724,0.011615907072743419,0.18234442836468884,30.0,0.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP002277,No,0.03747680890538034,0.0,0.08972503617945007,30.0,0.0,N,True,False,True,False,True,False,False,True,False,False,False
LP002281,No,0.03565862708719852,0.03501571987424101,0.12445730824891461,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002284,No,0.04640692640692641,0.03998368013055895,0.14471780028943557,30.0,1.0,Y,False,True,True,False,False,True,False,False,False,False,False
LP002287,No,0.016697588126159554,0.04319965440276478,0.13603473227206944,30.0,0.0,N,True,False,True,False,True,False,True,False,False,False,False
LP002288,No,0.03387755102040817,0.0,0.05209840810419682,15.0,0.0,N,False,True,False,True,False,True,False,True,False,True,False
LP002296,No,0.03222016079158937,0.0,0.08104196816208394,25.0,1.0,N,False,True,True,False,False,True,False,False,False,False,False
LP002297,No,0.02906617192331478,0.47999616003071977,0.13603473227206944,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP002300,No,0.022424242424242423,0.0,0.06367583212735166,30.0,1.0,Y,True,False,True,False,False,True,True,False,False,False,False
LP002301,Yes,0.09017934446505875,0.0,0.26772793053545585,30.0,1.0,N,True,False,True,False,True,False,False,False,False,False,False
LP002305,No,0.05438466295609153,0.0,0.15340086830680172,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP002308,No,0.02494743351886209,0.05759953920368637,0.15340086830680172,30.0,1.0,Y,False,True,False,True,False,True,False,True,False,False,False
LP002314,No,0.02551638837353123,0.0,0.0824891461649783,30.0,1.0,Y,True,False,True,False,False,True,False,False,False,False,False
LP002315,No,0.10080395794681508,0.0,0.2069464544138929,25.0,0.0,N,False,True,False,True,True,False,True,False,True,False,False
LP002317,No,1.0000000000000002,0.0,0.507959479015919,30.0,0.0,N,False,True,False,True,True,False,False,False,False,False,True
LP002318,Yes,0.04597402597402598,0.0,0.07670043415340086,30.0,1.0,N,True,False,True,False,False,True,True,False,True,False,False
LP002319,,0.0755225726654298,0.0,0.21852387843704774,30.0,0.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002328,No,0.07354359925788498,0.0,0.30246020260492035,30.0,0.0,N,False,True,False,True,False,True,False,False,False,False,False
LP002332,No,0.02601113172541744,0.04879160966712266,0.14616497829232994,30.0,1.0,Y,False,True,False,True,False,True,False,False,False,False,False
LP002335,No,0.024724799010513297,0.07768737850097199,0.2445730824891461,30.0,0.0,N,True,False,False,True,False,True,True,False,False,False,False
LP002337,No,0.03518862090290662,0.0,0.07380607814761216,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP002341,No,0.0303030303030303,0.0,0.21852387843704774,30.0,1.0,N,True,False,True,False,True,False,False,True,True,False,False
LP002342,Yes,0.017934446505875078,0.47999616003071977,0.33285094066570187,30.0,1.0,N,False,True,False,True,True,False,False,True,False,True,False
LP002345,No,0.010822510822510824,0.06655146758825929,0.14905933429811866,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP002347,No,0.03829313543599258,0.034007727938176496,0.1866859623733719,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002348,No,0.07024118738404453,0.0,0.1866859623733719,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP002357,No,0.03178726035868894,0.0,0.10274963820549927,30.0,0.0,N,True,False,True,False,False,True,False,True,False,False,False
LP002361,No,0.020655534941249228,0.04125566995464036,0.13169319826338638,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP002362,No,0.0878169449598021,0.04000767993856049,0.14616497829232994,30.0,0.0,N,False,True,False,True,True,False,False,True,True,False,False
LP002364,No,0.1821892393320965,0.0,0.12590448625180894,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP002366,No,0.031119356833642548,0.10319917440660475,0.16208393632416784,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
